maleblackageagerange11,0,0,0,0,0,54,152,3012,5424,5963,5963,6244,8726,8726,8726,8726,8726,8726,8726,8726,8726,9919,11046,11046,11046,11046,11046,11046,11046,11046,11046,13332,13642,13642,13642,13642,13642,13642,13778,15933,15933,15933,15933,15933,15948,18515,18515,18515,18515,18515,18515,18515,18976,20786,20786,20786,20786,22816,23537,23537,23537,25464,25676,25676,25676,27458,28479,28479,28762,30723,30723,30723,31767,35077,35593,35593,36461,38549,38549,40233,40671,40671,43898,45698,48544,50629,51164,53486,55708,59168,67190,70119,72300,75958,80885,86256,91266,121691,149778,149778,149778
maleblackageagerange12,0,0,0,0,0,115,2675,5728,6071,8726,8726,8726,8726,8726,8726,8726,8726,8726,8726,9943,11046,11046,11046,11046,11046,11046,11046,11046,12163,13642,13642,13642,13642,13642,13642,13642,13642,13642,13642,13642,15226,15933,15933,15933,15933,15933,15933,15933,15933,15933,16931,18515,18515,18515,18515,18515,18515,20597,20786,20786,20786,20842,23537,23537,23537,23537,25116,25676,25676,27114,28479,28479,29379,30723,30723,30723,31085,33497,33497,33497,35788,39479,40671,40671,41643,43521,45410,47489,50107,50954,54126,58759,61178,64503,65720,69323,71895,83994,141968,149778,149778
maleblackgeographyurban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,152,152,152,2152,3591,3591,5649,5963,5963,5963,8716,8726,8726,8726,8726,9179,11046,11046,11046,11046,11046,12951,13642,13642,14461,15933,15933,15933,16077,18515,18515,18605,20786,20786,20786,20786,23412,23537,24298,25676,25676,25676,26548,28479,28734,30723,30723,30723,30723,33475,34467,35593,35593,36940,38824,40671,40671,41267,44200,45698,46761,49024,50629,50629,53108,55630,57619,60584,62640,65529,68297,71290,75895,80115,85869,91941,126944,149778,149778,149778,149778
maleblackgeographyrural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,152,152,152,152,3093,3591,3591,3591,3591,4475,5963,5963,6087,8726,8726,8726,8726,8726,8726,8726,9590,11046,11046,11046,11046,11046,11046,11776,13642,13642,13642,13642,14940,15933,15933,15933,15933,15933,15933,15933,17964,18515,18515,19905,20786,20786,20786,22652,23537,24872,25676,25676,27602,28479,30176,30723,30723,30723,31568,33497,34805,35593,35593,37468,38549,40650,40671,40940,44695,46980,50342,51721,57410,60418,63840,72098,77380,92220,146197,149778
maleblackgeographynortheast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,152,152,152,152,2007,3591,3721,5963,5963,5963,7638,8726,8726,8726,8726,8726,10730,11046,11046,11046,11046,12421,13642,13642,15924,15933,16137,18515,18515,18515,19654,20786,20786,21597,23537,23537,24924,25676,25676,25742,28479,28933,30723,30723,30723,31819,33497,35103,35593,35593,37079,39189,40671,40671,40831,43521,45254,47233,50282,50762,54388,57041,59788,61076,64991,65755,69659,72199,78023,80451,87744,96386,138578,149778,149778,149778,149778
maleblackgeographymidwest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,152,152,152,152,1417,3591,3591,4027,5963,5963,5963,5963,7021,8726,8726,8726,8726,8726,8726,9810,11046,11046,11046,11046,11046,11746,13642,13642,13973,15933,15933,15933,17370,18515,18515,20499,20786,20786,20786,22747,23537,23812,25676,25676,25676,26511,28479,28479,30273,30723,30757,33497,33847,35593,35593,38254,40312,40671,40671,43388,45698,45698,48231,50143,50629,52088,55368,57284,60247,63918,65529,68107,75252,83242,88440,93480,146326,149778,149778,149778,149778
maleblackgeographysouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,152,152,152,2144,3591,3591,4058,5963,5963,5963,7787,8726,8726,8726,8726,8726,10826,11046,11046,11046,11046,12354,13642,13642,13642,14945,15933,15933,15933,15933,16159,18515,18515,18617,20786,20786,20786,20786,22987,23537,24210,25676,25676,25676,25676,28376,28479,29991,30723,30723,30723,31009,33497,35184,35593,35593,38485,39694,40671,40671,42419,45391,45698,48224,49617,50629,51437,54438,56009,59851,60643,65020,67298,70674,75068,78935,85598,92303,135770,149778,149778,149778
maleblackgeographywest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,152,152,152,1140,3591,5916,5963,5963,5963,7520,8726,8726,8726,8726,8726,9572,11046,11046,11046,11046,11046,11046,13361,13642,13642,14566,15933,15933,15933,15933,17418,18515,18515,20781,20786,20786,20786,22233,23537,23537,25461,25676,27535,28733,30723,30723,30723,30723,31768,33497,33649,35593,35593,35593,35593,36228,38549,39689,40671,41563,44462,45698,49416,50629,50629,51431,53486,54807,57482,60584,62473,65529,69652,72514,75808,79280,81360,86167,90028,130270,149778,149778,149778,149778,149778
maleblackeducationno-highschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,152,152,152,152,152,2696,3591,4078,5963,5963,5963,5963,5963,8527,8726,8726,8726,8726,8726,8726,8726,8726,8726,8726,8726,8726,8726,10676,11046,11046,11046,11046,11046,11046,11046,11046,11046,11046,11847,13642,13642,13642,13642,13642,14620,15933,15933,15933,15933,15933,15933,15933,17461,18515,18515,18515,18922,20786,20786,20786,22844,23537,23894,25676,25676,28479,30241,30723,30723,32132,33497,35332,36915,39168,40671,41026,44987,50850,59007,65217,84879,149778
maleblackeducationhighschool,0,0,0,0,0,0,0,0,0,0,0,116,152,1604,3591,3591,5316,5963,5963,7494,8726,8726,8726,8726,8881,11046,11046,11046,11046,11046,12416,13642,13642,13642,15080,15933,15933,15933,15933,16488,18515,18515,18515,19072,20786,20786,20786,20786,20786,22881,23537,23537,24874,25676,25676,25676,25676,25853,28479,28479,28749,30723,30723,30723,30723,30723,31113,33497,33950,35593,35593,35593,35593,37881,38549,40209,40671,40671,40933,43521,45358,45698,46795,48577,50408,50629,51748,54338,56345,59879,61106,64990,67767,71523,76320,80193,86120,92890,146581,149778,149778
maleblackeducationassociate,0,0,0,0,0,145,152,3282,4127,5963,7784,8726,8726,8726,9522,11046,11046,11046,11987,13642,13642,15138,15933,15933,16986,18515,18515,20596,20786,20786,20786,21956,23537,23537,24673,25676,25676,25676,25676,26948,28479,28479,29222,30723,30723,30723,30723,32269,33497,33497,35484,35593,35593,35593,36849,38549,38757,40671,40671,40671,40671,40671,41066,44770,45698,45698,45698,48403,48970,50629,50629,50629,51065,53486,55121,55767,55767,56181,59140,60584,60584,63293,65208,65529,65529,65529,68709,70633,71070,74456,76653,80128,80451,84128,92136,96609,142721,149778,149778,149778,149778
maleblackeducationbachelors,0,0,0,0,0,39,152,2094,5088,5963,7305,9377,11046,11715,13642,13642,15478,15933,16478,18515,18849,20786,20786,21769,23537,23537,25352,25676,26020,28479,28479,29517,30723,30723,30723,30723,31922,33497,34726,35593,35593,35593,37517,39147,40671,40671,40671,40671,42023,44442,45698,45698,47559,48577,50366,50629,50629,50629,50629,50629,52153,53486,54753,55767,56876,58759,59161,60584,60584,60584,60584,64062,65529,65529,68570,70633,70633,71496,74158,75892,75892,78875,80451,84448,86657,89684,90468,93201,96250,111621,149778,149778,149778,149778,149778,149778,149778,149778,149778,149778,149778
